club_id,club,num_of_players,90s_played,yellow_cards,red_cards,second_yellow_card,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,league,season,ball_recoveries,aerials_won,aerials_lost,%_of_aerials_won
198,Olympiacos,35,36,53,0,0,,,,,,,,,1,Super_League_Greece,2021_2022,,,,
198,Olympiacos,42,36,66,3,2,,,,,,,,,3,Super_League_Greece,2022_2023,,,,
199,Oostende,30,34,83,6,6,426.0,329.0,75.0,594.0,407.0,411.0,1.0,0.0,0,Belgian_Pro_League,2021_2022,1926.0,576.0,621.0,48.0
199,Oostende,33,34,77,9,3,409.0,368.0,71.0,552.0,435.0,443.0,5.0,10.0,1,Belgian_Pro_League,2022_2023,2048.0,596.0,602.0,49.0
200,Osasuna,29,38,84,2,1,498.0,391.0,66.0,864.0,368.0,331.0,3.0,7.0,2,La_Liga,2021_2022,2118.0,808.0,743.0,52.0
200,Osasuna,26,38,93,7,1,544.0,410.0,60.0,794.0,315.0,328.0,5.0,4.0,2,La_Liga,2022_2023,1930.0,613.0,628.0,49.0
200,Osasuna,29,38,78,5,1,518.0,392.0,68.0,813.0,263.0,311.0,4.0,2.0,0,La_Liga,2023_2024,1802.0,750.0,655.0,53.0
201,PAOK,28,36,83,1,1,,,,,,,,,0,Super_League_Greece,2023_2024,,,,
201,PAOK,33,36,82,2,1,,,,,,,,,0,Super_League_Greece,2021_2022,,,,
201,PAOK,30,36,77,3,0,,,,,,,,,0,Super_League_Greece,2022_2023,,,,
202,PAS Giannina,34,33,100,5,3,,,,,,,,,1,Super_League_Greece,2023_2024,,,,
202,PAS Giannina,26,36,73,0,0,,,,,,,,,1,Super_League_Greece,2021_2022,,,,
202,PAS Giannina,34,33,75,1,1,,,,,,,,,0,Super_League_Greece,2022_2023,,,,
203,PAS Lamia,32,36,100,4,2,,,,,,,,,3,Super_League_Greece,2023_2024,,,,
203,PAS Lamia,30,33,67,1,0,,,,,,,,,0,Super_League_Greece,2021_2022,,,,
203,PAS Lamia,37,33,84,6,4,,,,,,,,,3,Super_League_Greece,2022_2023,,,,
204,PFC Hebar Pazardzhik,36,35,91,3,2,,,,,,,,,1,Bulgarian_First_League,2022_2023,,,,
204,PFC Hebar Pazardzhik,28,35,84,5,2,,,,,,,,,0,Bulgarian_First_League,2023_2024,,,,
205,PSV Eindhoven,32,34,47,3,1,327.0,305.0,52.0,727.0,304.0,354.0,6.0,2.0,2,Eredivisie,2022_2023,2194.0,560.0,464.0,54.0
205,PSV Eindhoven,30,34,42,0,0,285.0,313.0,54.0,600.0,425.0,388.0,1.0,2.0,2,Eredivisie,2021_2022,2269.0,462.0,366.0,55.0
205,PSV Eindhoven,29,34,32,1,1,280.0,304.0,67.0,813.0,285.0,341.0,6.0,3.0,2,Eredivisie,2023_2024,2020.0,494.0,377.0,56.0
206,Panathinaikos,32,36,73,4,1,,,,,,,,,1,Super_League_Greece,2023_2024,,,,
206,Panathinaikos,28,36,81,4,2,,,,,,,,,0,Super_League_Greece,2021_2022,,,,
206,Panathinaikos,27,36,70,4,2,,,,,,,,,1,Super_League_Greece,2022_2023,,,,
207,Panetolikos,30,33,89,5,4,,,,,,,,,2,Super_League_Greece,2023_2024,,,,
207,Panetolikos,29,33,70,0,0,,,,,,,,,1,Super_League_Greece,2021_2022,,,,
207,Panetolikos,33,33,76,2,1,,,,,,,,,1,Super_League_Greece,2022_2023,,,,
208,Panserraikos,32,33,103,7,2,,,,,,,,,2,Super_League_Greece,2023_2024,,,,
209,Paris S-G,26,38,57,5,2,380.0,416.0,77.0,399.0,296.0,362.0,5.0,5.0,1,Ligue_1,2022_2023,1938.0,245.0,201.0,54.0
209,Paris S-G,29,34,51,3,1,353.0,362.0,53.0,513.0,268.0,360.0,9.0,5.0,0,Ligue_1,2023_2024,1761.0,275.0,267.0,50.0
209,Paris S-G,36,38,79,4,1,357.0,416.0,93.0,459.0,303.0,360.0,6.0,3.0,1,Ligue_1,2021_2022,1824.0,262.0,221.0,54.0
210,Partizan,32,37,63,2,2,,,,,,,,,1,Serbian_SuperLiga,2021_2022,,,,
210,Partizan,30,37,78,2,1,,,,,,,,,2,Serbian_SuperLiga,2022_2023,,,,
210,Partizan,32,37,78,4,3,,,,,,,,,2,Serbian_SuperLiga,2023_2024,,,,
211,Paços,30,34,107,5,2,546.0,547.0,62.0,618.0,376.0,285.0,5.0,6.0,0,Primeira_Liga,2021_2022,1692.0,478.0,530.0,47.0
211,Paços,36,34,111,10,6,514.0,510.0,54.0,740.0,330.0,292.0,3.0,3.0,4,Primeira_Liga,2022_2023,1617.0,402.0,477.0,45.0
212,Pendikspor,35,38,89,6,5,456.0,436.0,81.0,786.0,339.0,408.0,,,2,Super_Lig,2023_2024,,,,
213,Piast Gliwice,29,34,50,0,0,,,,,,,,,1,Ekstraklasa,2021_2022,,,,
213,Piast Gliwice,25,34,65,2,0,,,,,,,,,1,Ekstraklasa,2022_2023,,,,
213,Piast Gliwice,29,34,74,3,1,,,,,,,,,1,Ekstraklasa,2023_2024,,,,
214,Pirin Blagoevgrad,35,35,112,4,3,,,,,,,,,3,Bulgarian_First_League,2022_2023,,,,
214,Pirin Blagoevgrad,35,35,95,5,3,,,,,,,,,2,Bulgarian_First_League,2023_2024,,,,
214,Pirin Blagoevgrad,36,32,94,5,3,,,,,,,,,0,Bulgarian_First_League,2021_2022,,,,
215,Pogoń Szczecin,27,34,63,3,2,,,,,,,,,3,Ekstraklasa,2021_2022,,,,
215,Pogoń Szczecin,30,34,69,1,0,,,,,,,,,0,Ekstraklasa,2022_2023,,,,
215,Pogoń Szczecin,29,34,67,2,2,,,,,,,,,1,Ekstraklasa,2023_2024,,,,
216,Portimonense,31,34,94,5,0,487.0,396.0,69.0,596.0,356.0,413.0,3.0,6.0,5,Primeira_Liga,2023_2024,1673.0,448.0,549.0,44.0
216,Portimonense,35,34,114,7,3,483.0,496.0,78.0,510.0,355.0,280.0,2.0,2.0,2,Primeira_Liga,2021_2022,1731.0,577.0,517.0,52.0
216,Portimonense,35,34,99,4,2,496.0,421.0,72.0,653.0,339.0,331.0,6.0,4.0,1,Primeira_Liga,2022_2023,1844.0,616.0,501.0,55.0
217,Porto,32,34,95,10,4,475.0,531.0,71.0,710.0,215.0,308.0,7.0,6.0,2,Primeira_Liga,2023_2024,1565.0,508.0,455.0,52.0
217,Porto,33,34,81,6,3,501.0,445.0,54.0,588.0,323.0,340.0,9.0,3.0,0,Primeira_Liga,2021_2022,1888.0,506.0,490.0,50.0
217,Porto,28,34,77,5,3,500.0,473.0,79.0,634.0,333.0,358.0,8.0,4.0,3,Primeira_Liga,2022_2023,1925.0,606.0,421.0,59.0
218,Proleter NS,37,37,113,4,4,,,,,,,,,1,Serbian_SuperLiga,2021_2022,,,,
219,Puszcza Niepołomice,33,34,93,4,2,,,,,,,,,1,Ekstraklasa,2023_2024,,,,
220,R.F.C. Seraing,29,34,66,6,3,327.0,413.0,47.0,485.0,435.0,351.0,2.0,12.0,4,Belgian_Pro_League,2021_2022,1817.0,405.0,616.0,39.0
220,R.F.C. Seraing,31,34,87,8,3,423.0,393.0,58.0,472.0,437.0,335.0,5.0,7.0,3,Belgian_Pro_League,2022_2023,1868.0,402.0,493.0,44.0
221,RB Leipzig,25,34,69,2,1,393.0,402.0,80.0,489.0,310.0,312.0,5.0,8.0,2,Bundesliga,2022_2023,1966.0,440.0,433.0,50.0
221,RB Leipzig,29,34,49,0,0,360.0,426.0,66.0,523.0,349.0,289.0,5.0,3.0,1,Bundesliga,2021_2022,1994.0,504.0,420.0,54.0
221,RB Leipzig,26,34,61,1,1,354.0,388.0,67.0,608.0,240.0,317.0,7.0,5.0,1,Bundesliga,2023_2024,1743.0,426.0,394.0,52.0
222,RB Salzburg,31,32,70,4,3,434.0,332.0,104.0,559.0,410.0,353.0,,,0,Austrian_Bundesliga,2022_2023,,,,
222,RB Salzburg,31,32,52,0,0,379.0,349.0,83.0,739.0,379.0,314.0,,,1,Austrian_Bundesliga,2021_2022,,,,
222,RB Salzburg,30,32,54,2,1,352.0,325.0,69.0,562.0,374.0,332.0,,,1,Austrian_Bundesliga,2023_2024,,,,
223,RKC Waalwijk,27,34,57,2,0,342.0,277.0,55.0,476.0,312.0,333.0,3.0,8.0,1,Eredivisie,2022_2023,1840.0,334.0,373.0,47.0
223,RKC Waalwijk,26,34,54,1,0,386.0,303.0,55.0,546.0,428.0,293.0,1.0,8.0,0,Eredivisie,2021_2022,2073.0,534.0,508.0,51.0
223,RKC Waalwijk,26,34,58,4,1,355.0,303.0,29.0,579.0,277.0,357.0,2.0,7.0,2,Eredivisie,2023_2024,1729.0,531.0,449.0,54.0
224,RKS Raków,36,34,78,4,3,,,,,,,,,0,Ekstraklasa,2021_2022,,,,
224,RKS Raków,30,34,79,3,1,,,,,,,,,0,Ekstraklasa,2022_2023,,,,
224,RKS Raków,34,34,71,3,3,,,,,,,,,2,Ekstraklasa,2023_2024,,,,
225,RWD Molenbeek,38,30,65,6,4,368.0,278.0,58.0,404.0,318.0,342.0,0.0,15.0,2,Belgian_Pro_League,2023_2024,1695.0,516.0,420.0,55.0
226,Radnik Surdulica,31,37,88,4,4,,,,,,,,,1,Serbian_SuperLiga,2021_2022,,,,
226,Radnik Surdulica,36,37,77,2,1,,,,,,,,,0,Serbian_SuperLiga,2022_2023,,,,
226,Radnik Surdulica,33,37,75,2,1,,,,,,,,,4,Serbian_SuperLiga,2023_2024,,,,
227,Radnički Kragujevac,42,37,95,5,1,,,,,,,,,3,Serbian_SuperLiga,2021_2022,,,,
227,Radnički Kragujevac,40,37,99,5,3,,,,,,,,,1,Serbian_SuperLiga,2022_2023,,,,
227,Radnički Kragujevac,37,37,109,4,4,,,,,,,,,0,Serbian_SuperLiga,2023_2024,,,,
228,Radnički Niš,34,37,95,6,3,,,,,,,,,2,Serbian_SuperLiga,2021_2022,,,,
228,Radnički Niš,42,37,94,10,6,,,,,,,,,2,Serbian_SuperLiga,2022_2023,,,,
228,Radnički Niš,40,37,78,1,1,,,,,,,,,1,Serbian_SuperLiga,2023_2024,,,,
229,Radomiak Radom,29,34,72,4,3,,,,,,,,,0,Ekstraklasa,2021_2022,,,,
229,Radomiak Radom,33,34,83,3,2,,,,,,,,,1,Ekstraklasa,2022_2023,,,,
229,Radomiak Radom,34,34,88,7,3,,,,,,,,,3,Ekstraklasa,2023_2024,,,,
230,Randers,31,32,59,1,1,344.0,302.0,50.0,608.0,341.0,323.0,,,3,Danish_Superliga,2022_2023,,,,
230,Randers,27,32,58,2,1,326.0,258.0,71.0,704.0,421.0,388.0,,,1,Danish_Superliga,2021_2022,,,,
230,Randers,31,32,55,2,1,390.0,369.0,74.0,509.0,292.0,294.0,,,1,Danish_Superliga,2023_2024,,,,
231,Rapid Wien,29,32,78,5,1,462.0,407.0,71.0,678.0,460.0,325.0,,,1,Austrian_Bundesliga,2022_2023,,,,
231,Rapid Wien,39,32,71,3,1,454.0,446.0,51.0,596.0,400.0,334.0,,,1,Austrian_Bundesliga,2021_2022,,,,
231,Rapid Wien,31,32,69,4,2,390.0,397.0,72.0,593.0,352.0,281.0,,,1,Austrian_Bundesliga,2023_2024,,,,
232,Rayo Vallecano,28,38,101,3,1,537.0,511.0,83.0,862.0,365.0,359.0,4.0,9.0,1,La_Liga,2021_2022,2110.0,652.0,655.0,49.0
232,Rayo Vallecano,28,38,90,6,2,544.0,490.0,98.0,832.0,309.0,393.0,2.0,5.0,4,La_Liga,2022_2023,2085.0,437.0,527.0,45.0
232,Rayo Vallecano,26,38,108,5,3,563.0,518.0,96.0,688.0,308.0,372.0,3.0,2.0,2,La_Liga,2023_2024,1908.0,506.0,578.0,46.0
233,Real Madrid,31,38,76,0,0,394.0,474.0,106.0,611.0,334.0,345.0,10.0,5.0,0,La_Liga,2021_2022,1941.0,397.0,319.0,55.0
233,Real Madrid,26,38,72,3,2,367.0,530.0,89.0,574.0,296.0,353.0,8.0,5.0,1,La_Liga,2022_2023,1843.0,339.0,231.0,59.0
233,Real Madrid,27,38,69,4,1,368.0,523.0,79.0,618.0,296.0,368.0,3.0,1.0,1,La_Liga,2023_2024,1766.0,329.0,272.0,54.0
234,Real Sociedad,32,38,77,4,1,491.0,465.0,76.0,638.0,348.0,339.0,8.0,6.0,0,La_Liga,2021_2022,2012.0,678.0,597.0,53.0
234,Real Sociedad,30,38,90,2,0,621.0,452.0,91.0,538.0,271.0,395.0,4.0,2.0,2,La_Liga,2022_2023,2018.0,664.0,557.0,54.0
234,Real Sociedad,31,38,98,2,0,604.0,442.0,92.0,672.0,253.0,405.0,1.0,7.0,1,La_Liga,2023_2024,1816.0,759.0,714.0,51.0
235,Red Star,36,37,66,0,0,,,,,,,,,2,Serbian_SuperLiga,2021_2022,,,,
235,Red Star,37,37,68,0,0,,,,,,,,,0,Serbian_SuperLiga,2022_2023,,,,
235,Red Star,34,37,50,0,0,,,,,,,,,1,Serbian_SuperLiga,2023_2024,,,,
236,Reims,34,38,70,9,2,507.0,423.0,85.0,707.0,397.0,407.0,7.0,3.0,2,Ligue_1,2022_2023,2368.0,472.0,465.0,50.0
236,Reims,29,34,70,3,2,444.0,324.0,84.0,618.0,342.0,392.0,4.0,7.0,1,Ligue_1,2023_2024,1825.0,395.0,390.0,50.0
236,Reims,35,38,68,7,4,449.0,451.0,76.0,629.0,493.0,365.0,5.0,7.0,0,Ligue_1,2021_2022,2074.0,453.0,495.0,47.0
237,Rennes,32,38,58,6,2,465.0,379.0,54.0,564.0,341.0,335.0,3.0,5.0,1,Ligue_1,2022_2023,2035.0,538.0,520.0,50.0
237,Rennes,29,34,66,4,0,424.0,438.0,36.0,554.0,328.0,311.0,10.0,3.0,3,Ligue_1,2023_2024,1669.0,386.0,424.0,47.0
237,Rennes,28,38,56,2,1,434.0,377.0,59.0,698.0,315.0,318.0,4.0,6.0,1,Ligue_1,2021_2022,1904.0,547.0,534.0,50.0
238,Ried,33,32,63,8,4,350.0,377.0,76.0,453.0,469.0,349.0,,,3,Austrian_Bundesliga,2022_2023,,,,
238,Ried,26,32,53,4,1,370.0,379.0,60.0,387.0,445.0,314.0,,,1,Austrian_Bundesliga,2021_2022,,,,
239,Rio Ave,33,34,98,4,4,507.0,480.0,79.0,539.0,289.0,329.0,7.0,4.0,1,Primeira_Liga,2023_2024,1530.0,484.0,474.0,50.0
239,Rio Ave,30,34,92,6,1,506.0,494.0,70.0,609.0,298.0,334.0,5.0,4.0,3,Primeira_Liga,2022_2023,1699.0,407.0,462.0,46.0
240,Rizespor,29,38,91,3,1,499.0,443.0,66.0,693.0,354.0,420.0,,,0,Super_Lig,2023_2024,,,,
240,Rizespor,36,38,80,7,4,473.0,506.0,50.0,746.0,398.0,372.0,,,1,Super_Lig,2021_2022,,,,
241,Roma,30,38,83,4,2,446.0,505.0,56.0,595.0,368.0,340.0,6.0,3.0,1,Serie_A,2022_2023,1981.0,543.0,429.0,55.0
241,Roma,30,38,95,3,1,455.0,430.0,66.0,654.0,242.0,336.0,7.0,5.0,3,Serie_A,2023_2024,1602.0,478.0,443.0,51.0
241,Roma,29,38,111,8,6,500.0,474.0,60.0,735.0,385.0,362.0,5.0,6.0,2,Serie_A,2021_2022,1980.0,524.0,441.0,54.0
242,Ruch Chorzów,37,34,76,5,1,,,,,,,,,3,Ekstraklasa,2023_2024,,,,
243,SC Austria Lustenau,26,32,62,4,3,406.0,412.0,69.0,485.0,420.0,385.0,,,2,Austrian_Bundesliga,2022_2023,,,,
243,SC Austria Lustenau,30,32,67,6,2,385.0,312.0,52.0,382.0,425.0,296.0,,,4,Austrian_Bundesliga,2023_2024,,,,
244,SCR Altach,32,32,75,3,3,413.0,387.0,41.0,563.0,403.0,348.0,,,0,Austrian_Bundesliga,2022_2023,,,,
244,SCR Altach,32,32,83,6,2,439.0,384.0,47.0,532.0,421.0,332.0,,,2,Austrian_Bundesliga,2021_2022,,,,
244,SCR Altach,29,32,91,3,2,481.0,380.0,84.0,708.0,418.0,339.0,,,2,Austrian_Bundesliga,2023_2024,,,,
245,SK Austria Klagenfurt,25,32,61,2,0,372.0,404.0,46.0,528.0,458.0,328.0,,,1,Austrian_Bundesliga,2022_2023,,,,
245,SK Austria Klagenfurt,28,32,66,11,1,365.0,359.0,41.0,509.0,459.0,323.0,,,0,Austrian_Bundesliga,2021_2022,,,,
245,SK Austria Klagenfurt,23,32,66,0,0,341.0,345.0,61.0,479.0,432.0,371.0,,,1,Austrian_Bundesliga,2023_2024,,,,
246,Saint-Étienne,39,38,81,5,1,464.0,441.0,51.0,697.0,452.0,397.0,4.0,8.0,4,Ligue_1,2021_2022,2152.0,463.0,611.0,43.0
247,Salernitana,30,38,85,4,1,473.0,439.0,67.0,559.0,329.0,337.0,1.0,11.0,0,Serie_A,2022_2023,1981.0,528.0,585.0,47.0
247,Salernitana,39,38,91,3,1,450.0,470.0,61.0,596.0,279.0,327.0,1.0,10.0,2,Serie_A,2023_2024,1634.0,520.0,662.0,44.0
247,Salernitana,42,38,94,5,3,494.0,522.0,41.0,698.0,353.0,321.0,4.0,8.0,2,Serie_A,2021_2022,1849.0,657.0,506.0,56.0
248,Sampdoria,40,38,108,3,2,507.0,512.0,55.0,599.0,317.0,351.0,1.0,11.0,2,Serie_A,2022_2023,1913.0,617.0,636.0,49.0
248,Sampdoria,34,38,94,4,1,495.0,513.0,82.0,645.0,443.0,327.0,3.0,4.0,2,Serie_A,2021_2022,2044.0,609.0,506.0,54.0
249,Samsunspor,33,38,80,3,1,552.0,384.0,72.0,682.0,376.0,400.0,,,1,Super_Lig,2023_2024,,,,
250,Santa Clara,32,34,101,9,7,523.0,504.0,75.0,478.0,378.0,323.0,1.0,8.0,0,Primeira_Liga,2021_2022,1683.0,467.0,487.0,49.0
250,Santa Clara,34,34,114,7,4,507.0,478.0,83.0,564.0,314.0,342.0,5.0,13.0,3,Primeira_Liga,2022_2023,1789.0,509.0,522.0,49.0
251,Sassuolo,31,38,90,6,3,408.0,443.0,43.0,625.0,278.0,281.0,6.0,4.0,2,Serie_A,2022_2023,1756.0,375.0,438.0,46.0
251,Sassuolo,30,38,71,4,2,387.0,398.0,26.0,661.0,267.0,310.0,6.0,11.0,4,Serie_A,2023_2024,1600.0,452.0,607.0,42.0
251,Sassuolo,29,38,92,4,2,461.0,479.0,43.0,541.0,314.0,271.0,6.0,9.0,1,Serie_A,2021_2022,1926.0,343.0,404.0,45.0
252,Schalke 04,35,34,68,1,0,427.0,391.0,70.0,764.0,306.0,329.0,3.0,6.0,1,Bundesliga,2022_2023,1896.0,692.0,739.0,48.0
253,Septemvri Sofia,37,35,91,4,2,,,,,,,,,1,Bulgarian_First_League,2022_2023,,,,
254,Sevilla,33,38,97,4,2,462.0,462.0,80.0,787.0,270.0,302.0,3.0,4.0,0,La_Liga,2021_2022,2064.0,595.0,561.0,51.0
254,Sevilla,35,38,121,13,4,474.0,460.0,106.0,827.0,339.0,367.0,4.0,3.0,3,La_Liga,2022_2023,1973.0,497.0,475.0,51.0
254,Sevilla,35,38,108,4,0,477.0,443.0,77.0,934.0,313.0,463.0,1.0,5.0,2,La_Liga,2023_2024,1901.0,610.0,525.0,53.0
255,Sheffield Utd,35,38,101,5,3,423.0,318.0,64.0,428.0,348.0,405.0,3.0,7.0,7,Premier_League,2023_2024,1638.0,585.0,693.0,45.0
256,Silkeborg,30,32,36,1,0,227.0,250.0,35.0,422.0,255.0,328.0,,,1,Danish_Superliga,2022_2023,,,,
256,Silkeborg,26,32,30,1,0,232.0,242.0,38.0,443.0,337.0,307.0,,,0,Danish_Superliga,2021_2022,,,,
256,Silkeborg,28,32,39,1,0,254.0,306.0,40.0,444.0,221.0,317.0,,,1,Danish_Superliga,2023_2024,,,,
257,Sint-Truiden,25,30,46,1,0,282.0,336.0,60.0,485.0,337.0,278.0,3.0,5.0,0,Belgian_Pro_League,2023_2024,1617.0,420.0,379.0,52.0
257,Sint-Truiden,32,34,80,4,2,461.0,368.0,57.0,609.0,413.0,382.0,4.0,4.0,0,Belgian_Pro_League,2021_2022,1896.0,628.0,609.0,50.0
257,Sint-Truiden,24,34,63,7,2,424.0,356.0,55.0,540.0,505.0,389.0,6.0,5.0,2,Belgian_Pro_League,2022_2023,1898.0,615.0,570.0,51.0
258,Sivasspor,34,38,78,3,1,434.0,478.0,63.0,536.0,296.0,329.0,,,1,Super_Lig,2023_2024,,,,
258,Sivasspor,32,38,75,5,2,493.0,433.0,109.0,803.0,427.0,382.0,,,2,Super_Lig,2021_2022,,,,
258,Sivasspor,29,35,59,4,3,404.0,400.0,83.0,691.0,369.0,367.0,,,1,Super_Lig,2022_2023,,,,
259,Slavia Sofia,30,36,92,2,1,,,,,,,,,2,Bulgarian_First_League,2022_2023,,,,
259,Slavia Sofia,34,36,92,3,2,,,,,,,,,1,Bulgarian_First_League,2023_2024,,,,
259,Slavia Sofia,36,31,87,7,3,,,,,,,,,1,Bulgarian_First_League,2021_2022,,,,
260,Southampton,36,38,73,0,0,430.0,378.0,57.0,613.0,427.0,426.0,3.0,3.0,5,Premier_League,2022_2023,2130.0,551.0,611.0,47.0
260,Southampton,25,38,65,2,1,402.0,363.0,42.0,711.0,446.0,340.0,4.0,2.0,2,Premier_League,2021_2022,2224.0,672.0,726.0,48.0
261,Sparta R'dam,30,34,42,3,1,324.0,299.0,44.0,624.0,315.0,290.0,4.0,3.0,1,Eredivisie,2022_2023,1780.0,713.0,564.0,55.0
261,Sparta R'dam,32,34,58,3,0,345.0,288.0,49.0,499.0,379.0,355.0,1.0,6.0,2,Eredivisie,2021_2022,1941.0,649.0,629.0,50.0
261,Sparta R'dam,26,34,39,2,0,286.0,331.0,43.0,652.0,258.0,339.0,4.0,5.0,1,Eredivisie,2023_2024,1606.0,630.0,581.0,52.0
262,Spartak Subotic,43,37,73,2,0,,,,,,,,,2,Serbian_SuperLiga,2021_2022,,,,
262,Spartak Subotic,34,37,89,5,1,,,,,,,,,0,Serbian_SuperLiga,2022_2023,,,,
262,Spartak Subotic,38,37,62,4,1,,,,,,,,,3,Serbian_SuperLiga,2023_2024,,,,
263,Spezia,34,38,103,6,4,519.0,379.0,55.0,655.0,301.0,359.0,2.0,7.0,3,Serie_A,2022_2023,2033.0,535.0,570.0,48.0
263,Spezia,30,38,88,4,1,508.0,439.0,77.0,534.0,372.0,343.0,4.0,13.0,3,Serie_A,2021_2022,1994.0,530.0,589.0,47.0
264,Sporting CP,29,34,80,3,2,393.0,415.0,67.0,689.0,216.0,354.0,3.0,4.0,0,Primeira_Liga,2023_2024,1675.0,386.0,327.0,54.0
264,Sporting CP,31,34,99,6,2,471.0,490.0,84.0,793.0,341.0,333.0,8.0,2.0,2,Primeira_Liga,2021_2022,1820.0,390.0,347.0,52.0
264,Sporting CP,32,34,88,3,1,425.0,409.0,70.0,843.0,293.0,352.0,8.0,4.0,1,Primeira_Liga,2022_2023,1881.0,355.0,293.0,54.0
265,Stal Mielec,35,34,78,3,2,,,,,,,,,4,Ekstraklasa,2021_2022,,,,
265,Stal Mielec,26,34,59,3,1,,,,,,,,,1,Ekstraklasa,2022_2023,,,,
265,Stal Mielec,26,34,61,3,1,,,,,,,,,1,Ekstraklasa,2023_2024,,,,
266,Standard Liège,34,30,55,4,2,336.0,366.0,63.0,534.0,324.0,326.0,2.0,7.0,0,Belgian_Pro_League,2023_2024,1591.0,479.0,472.0,50.0
266,Standard Liège,38,34,113,6,2,523.0,406.0,66.0,549.0,423.0,405.0,3.0,2.0,1,Belgian_Pro_League,2021_2022,1862.0,535.0,535.0,50.0
266,Standard Liège,30,34,84,10,6,397.0,403.0,64.0,539.0,365.0,405.0,7.0,6.0,3,Belgian_Pro_League,2022_2023,1898.0,353.0,378.0,48.0
267,Strasbourg,29,38,73,7,2,529.0,474.0,43.0,647.0,437.0,409.0,6.0,11.0,0,Ligue_1,2022_2023,2132.0,677.0,573.0,54.0
267,Strasbourg,30,34,59,2,1,462.0,413.0,35.0,554.0,347.0,383.0,4.0,5.0,3,Ligue_1,2023_2024,1568.0,374.0,413.0,47.0
267,Strasbourg,26,38,72,3,1,497.0,400.0,61.0,797.0,433.0,392.0,6.0,4.0,1,Ligue_1,2021_2022,2092.0,654.0,521.0,55.0
268,Sturm Graz,30,32,59,1,1,431.0,377.0,78.0,634.0,482.0,325.0,,,1,Austrian_Bundesliga,2022_2023,,,,
268,Sturm Graz,24,32,52,2,1,400.0,399.0,66.0,633.0,440.0,332.0,,,2,Austrian_Bundesliga,2021_2022,,,,
268,Sturm Graz,27,32,60,6,0,398.0,352.0,56.0,578.0,409.0,346.0,,,3,Austrian_Bundesliga,2023_2024,,,,
269,Stuttgart,30,34,72,5,4,346.0,407.0,56.0,597.0,308.0,316.0,4.0,6.0,1,Bundesliga,2022_2023,1989.0,547.0,470.0,53.0
269,Stuttgart,34,34,64,2,1,371.0,419.0,53.0,550.0,342.0,307.0,1.0,4.0,1,Bundesliga,2021_2022,2021.0,586.0,451.0,56.0
269,Stuttgart,27,34,56,1,1,329.0,373.0,50.0,537.0,269.0,316.0,7.0,3.0,3,Bundesliga,2023_2024,1754.0,430.0,429.0,50.0
270,SønderjyskE,33,32,60,2,2,343.0,348.0,49.0,507.0,365.0,333.0,,,1,Danish_Superliga,2021_2022,,,,
271,TSC Bačka Top,33,37,77,0,0,,,,,,,,,1,Serbian_SuperLiga,2021_2022,,,,
271,TSC Bačka Top,30,37,105,2,0,,,,,,,,,1,Serbian_SuperLiga,2022_2023,,,,
271,TSC Bačka Top,26,37,87,2,1,,,,,,,,,0,Serbian_SuperLiga,2023_2024,,,,
272,Tondela,27,34,101,6,3,501.0,549.0,59.0,457.0,348.0,376.0,6.0,8.0,1,Primeira_Liga,2021_2022,1696.0,403.0,474.0,46.0
273,Torino,28,38,81,0,0,506.0,382.0,80.0,610.0,292.0,265.0,2.0,6.0,0,Serie_A,2022_2023,2010.0,590.0,629.0,48.0
273,Torino,30,38,75,2,1,471.0,419.0,63.0,761.0,329.0,275.0,2.0,7.0,0,Serie_A,2023_2024,1679.0,588.0,594.0,49.0
273,Torino,31,38,89,3,2,636.0,460.0,84.0,663.0,423.0,314.0,4.0,11.0,0,Serie_A,2021_2022,2113.0,781.0,891.0,46.0
274,Tottenham,29,38,92,4,2,425.0,510.0,83.0,710.0,355.0,451.0,2.0,7.0,3,Premier_League,2023_2024,1907.0,359.0,388.0,48.0
274,Tottenham,29,38,77,3,1,424.0,353.0,67.0,719.0,340.0,353.0,5.0,4.0,1,Premier_League,2022_2023,1984.0,549.0,474.0,53.0
274,Tottenham,25,38,69,1,1,386.0,406.0,62.0,632.0,355.0,349.0,3.0,2.0,1,Premier_League,2021_2022,1893.0,560.0,500.0,52.0
275,Toulouse,29,38,62,3,3,473.0,413.0,74.0,660.0,409.0,406.0,2.0,7.0,3,Ligue_1,2022_2023,2168.0,483.0,460.0,51.0
275,Toulouse,26,34,77,1,1,501.0,448.0,50.0,526.0,294.0,358.0,9.0,4.0,0,Ligue_1,2023_2024,1759.0,472.0,421.0,52.0
276,Trabzonspor,33,38,65,1,1,461.0,500.0,47.0,657.0,311.0,373.0,,,1,Super_Lig,2023_2024,,,,
276,Trabzonspor,31,38,65,4,3,407.0,413.0,58.0,599.0,428.0,372.0,,,1,Super_Lig,2021_2022,,,,
276,Trabzonspor,37,35,68,5,1,434.0,410.0,59.0,686.0,352.0,327.0,,,2,Super_Lig,2022_2023,,,,
277,Troyes,32,38,55,5,1,402.0,404.0,57.0,517.0,398.0,361.0,4.0,8.0,2,Ligue_1,2022_2023,1986.0,476.0,495.0,49.0
277,Troyes,35,38,75,6,3,442.0,473.0,53.0,708.0,430.0,351.0,7.0,10.0,2,Ligue_1,2021_2022,1987.0,417.0,460.0,47.0
